frame,25_x,25_y,25_z,25_visibility,26_x,26_y,26_z,26_visibility,27_x,27_y,27_z,27_visibility
9,0.519750714302063,0.668775200843811,0.3132169246673584,0.9753546714782715,0.6259663105010986,0.6810377240180969,0.03177189454436302,0.9946916699409485,0.5364313721656799,0.7688201665878296,0.6099069714546204,0.9560572504997253
10,0.5263933539390564,0.6687251329421997,0.07259036600589752,0.9767483472824097,0.6277421712875366,0.6817125678062439,-0.008957823738455772,0.9946912527084351,0.5514799356460571,0.7804401516914368,0.20740488171577454,0.9582002758979797
11,0.5317260026931763,0.6755177974700928,0.15427106618881226,0.9773768782615662,0.6283130645751953,0.6838627457618713,0.11715874820947647,0.9942377209663391,0.5654934048652649,0.78770911693573,0.3555850684642792,0.9591553211212158
12,0.5357818603515625,0.682331919670105,0.173587366938591,0.9772197604179382,0.6283051371574402,0.6873067617416382,0.20715194940567017,0.9916548132896423,0.5724220275878906,0.7908622622489929,0.4209999740123749,0.9587582945823669
13,0.5348008871078491,0.6850999593734741,0.24299369752407074,0.9767845273017883,0.6283062696456909,0.6908560991287231,0.2879721522331238,0.9890077114105225,0.5681165456771851,0.7926398515701294,0.5987756252288818,0.9572448134422302
14,0.5234730839729309,0.6829754114151001,0.33079779148101807,0.9759514331817627,0.627734899520874,0.6906351447105408,0.23429591953754425,0.987756609916687,0.565815269947052,0.7897813320159912,0.774703860282898,0.9568106532096863
15,0.5065456032752991,0.6825507879257202,0.39310118556022644,0.9755421876907349,0.6253878474235535,0.6900684237480164,0.2733440697193146,0.9873536229133606,0.5549353957176208,0.7866219878196716,0.8699047565460205,0.955990731716156
16,0.48196715116500854,0.6590481400489807,0.5231623649597168,0.9672980904579163,0.6249141097068787,0.6897841691970825,0.24430781602859497,0.9875422120094299,0.5068495273590088,0.7659986019134521,1.0387479066848755,0.9490516781806946
17,0.4485529661178589,0.6469261050224304,0.46362361311912537,0.9601705074310303,0.6168120503425598,0.6877967119216919,0.2106204777956009,0.9867810606956482,0.4634742736816406,0.7567616105079651,0.90867018699646,0.9423260688781738
18,0.4304090142250061,0.6409483551979065,0.41445884108543396,0.9559333920478821,0.6015706658363342,0.6802465319633484,0.07912679761648178,0.9863467216491699,0.41799479722976685,0.751505434513092,0.8052534461021423,0.9425468444824219
19,0.4131142497062683,0.6381122469902039,0.3918870687484741,0.9516684412956238,0.5838313102722168,0.6664828062057495,-0.03969253599643707,0.9847636818885803,0.37727856636047363,0.7467934489250183,0.7747702598571777,0.9415144920349121
20,0.40199917554855347,0.6375472545623779,0.23143960535526276,0.9500885605812073,0.5746099352836609,0.6499239206314087,-0.3143138587474823,0.9856445789337158,0.33600273728370667,0.7475241422653198,0.3264046907424927,0.9417474269866943
21,0.3919629454612732,0.6372035145759583,0.23888687789440155,0.9444238543510437,0.5641868114471436,0.6374978423118591,-0.3306024670600891,0.9859090447425842,0.3011597692966461,0.7473000288009644,0.35897791385650635,0.941474199295044
22,0.37036314606666565,0.6412631273269653,0.1461004763841629,0.938352108001709,0.5613736510276794,0.634734570980072,-0.29142606258392334,0.9852914810180664,0.26983094215393066,0.7505800724029541,0.17558474838733673,0.9415531158447266
23,0.3522733449935913,0.6462657451629639,0.09293819218873978,0.937160074710846,0.5493996143341064,0.6425091028213501,-0.19812503457069397,0.9833061099052429,0.2507055103778839,0.7561178207397461,0.05750807747244835,0.9428713917732239
24,0.32733768224716187,0.6652361750602722,0.10663861036300659,0.939089834690094,0.5464661121368408,0.645871102809906,-0.1951393336057663,0.9838406443595886,0.22206129133701324,0.7703641653060913,0.017327114939689636,0.9447723627090454
25,0.3099592626094818,0.6771774888038635,0.11334478110074997,0.9438673853874207,0.5270695090293884,0.658959150314331,-0.1098170131444931,0.985071063041687,0.2101231813430786,0.7845672369003296,0.03841999173164368,0.9487518668174744
26,0.3055373728275299,0.6833309531211853,0.21408583223819733,0.948488175868988,0.5050230622291565,0.6779318451881409,0.03547392413020134,0.9861459136009216,0.21795743703842163,0.7878581881523132,0.223679780960083,0.9523852467536926
27,0.30504900217056274,0.6851879954338074,0.2523166537284851,0.953149139881134,0.504706859588623,0.6756196618080139,0.028429511934518814,0.9873858094215393,0.21884095668792725,0.7868508696556091,0.24443376064300537,0.9561424255371094
28,0.3048492670059204,0.6831644773483276,0.2636740207672119,0.9573924541473389,0.5204958319664001,0.6627283096313477,0.10658822953701019,0.988032341003418,0.2188330739736557,0.7855820059776306,0.2682838439941406,0.9594941735267639
29,0.30801087617874146,0.674436628818512,0.16358591616153717,0.9612428545951843,0.5262259244918823,0.6500200629234314,0.16344045102596283,0.9883635640144348,0.23225851356983185,0.7831712961196899,0.0956265851855278,0.9625589847564697
30,0.3077154755592346,0.6689082384109497,0.030310606583952904,0.9649910926818848,0.5295011401176453,0.6442655324935913,0.21845325827598572,0.9885848164558411,0.2414211928844452,0.781974196434021,-0.028649376705288887,0.9654145836830139
